,original_word,tokenized_by_bert
14756,"secondaire
","['second', '##aire']"
14757,"mixes
",['mixes']
14758,"##iness
","['#', '#', 'in', '##ess']"
14759,"##witz
","['#', '#', 'wit', '##z']"
14760,"percentages
","['percentage', '##s']"
14761,"shs
","['sh', '##s']"
14762,"##box
","['#', '#', 'box']"
14763,"##itre
","['#', '#', 'it', '##re']"
14764,"dish
",['dish']
14765,"icr
","['ic', '##r']"
14766,"besondere
","['be', '##son', '##der', '##e']"
14767,"broader
",['broader']
14768,"##junction
","['#', '#', 'junction']"
14769,"dato
","['dat', '##o']"
14770,"cela
","['ce', '##la']"
14771,"##vit
","['#', '#', 'vi', '##t']"
14772,"abr
","['ab', '##r']"
14773,"rayonnements
","['rayon', '##nem', '##ents']"
14774,"##slow
","['#', '#', 'slow']"
14775,"##zro
","['#', '#', 'z', '##ro']"
14776,"command
",['command']
14777,"kein
","['kei', '##n']"
14778,"phosphonates
","['ph', '##os', '##phon', '##ates']"
14779,"proceedi
","['proceed', '##i']"
14780,"##cladding
","['#', '#', 'clad', '##ding']"
14781,"dissipati
","['di', '##ssi', '##pati']"
14782,"diego
",['diego']
14783,"quad
",['quad']
14784,"##hw
","['#', '#', 'h', '##w']"
14785,"##cti
","['#', '#', 'ct', '##i']"
14786,"optically
","['optical', '##ly']"
14787,"##uum
","['#', '#', 'u', '##um']"
14788,"teh
","['te', '##h']"
14789,"syy
","['sy', '##y']"
14790,"##abschirmung
","['#', '#', 'abs', '##chi', '##rm', '##ung']"
14791,"##sign
","['#', '#', 'sign']"
14792,"oste
","['os', '##te']"
14793,"orientational
","['orientation', '##al']"
14794,"##lum
","['#', '#', 'lu', '##m']"
14795,"proposals
",['proposals']
14796,"thereof
",['thereof']
14797,"sood
","['soo', '##d']"
14798,"fmax
","['fm', '##ax']"
14799,"kapl
","['ka', '##pl']"
14800,"##atmosphere
","['#', '#', 'atmosphere']"
14801,"##aticn
","['#', '#', 'at', '##ic', '##n']"
14802,"##business
","['#', '#', 'business']"
14803,"overlay
","['over', '##lay']"
14804,"structurally
",['structurally']
14805,"laths
","['la', '##ths']"
14806,"dame
",['dame']
14807,"kasten
","['ka', '##sten']"
14808,"##gate
","['#', '#', 'gate']"
14809,"gener
","['gene', '##r']"
14810,"hydroxides
","['hydro', '##xide', '##s']"
14811,"reese
",['reese']
14812,"centimeters
",['centimeters']
14813,"##surf
","['#', '#', 'surf']"
14814,"sbe
","['sb', '##e']"
14815,"simplifie
","['sim', '##pl', '##if', '##ie']"
14816,"##opob
","['#', '#', 'op', '##ob']"
14817,"rbe
","['rb', '##e']"
14818,"degass
","['de', '##gas', '##s']"
14819,"lum
","['lu', '##m']"
14820,"##seh
","['#', '#', 'se', '##h']"
14821,"nz
",['nz']
14822,"ignor
","['ign', '##or']"
14823,"experimentelle
","['experiment', '##elle']"
14824,"anj
","['an', '##j']"
14825,"ypa
","['y', '##pa']"
14826,"tva
","['tv', '##a']"
14827,"##bare
","['#', '#', 'bare']"
14828,"##zeg
","['#', '#', 'ze', '##g']"
14829,"##phosph
","['#', '#', 'ph', '##os', '##ph']"
14830,"##parti
","['#', '#', 'part', '##i']"
14831,"aci
","['ac', '##i']"
14832,"jia
",['jia']
14833,"##perat
","['#', '#', 'per', '##at']"
14834,"concentra
","['con', '##cent', '##ra']"
14835,"##gamma
","['#', '#', 'gamma']"
14836,"##iay
","['#', '#', 'ia', '##y']"
14837,"aeronautic
","['aero', '##naut', '##ic']"
14838,"chatterjee
","['chatter', '##jee']"
14839,"demontage
","['demon', '##tage']"
14840,"philadelphia
",['philadelphia']
14841,"phénoméne
","['ph', '##eno', '##men', '##e']"
14842,"rietveld
","['ri', '##et', '##vel', '##d']"
14843,"gemacht
","['gem', '##ach', '##t']"
14844,"getrennt
","['get', '##ren', '##nt']"
14845,"microspheres
","['micro', '##sphere', '##s']"
14846,"rugged
",['rugged']
14847,"denoising
","['den', '##ois', '##ing']"
14848,"infrastructure
",['infrastructure']
14849,"distillate
","['di', '##sti', '##lla', '##te']"
14850,"xdirection
","['x', '##di', '##re', '##ction']"
14851,"dolorg
","['do', '##lor', '##g']"
14852,"hydrogel
","['hydro', '##gel']"
14853,"varall
","['var', '##all']"
14854,"passivity
","['pass', '##ivity']"
14855,"dramatically
",['dramatically']
14856,"clock
",['clock']
14857,"liquor
",['liquor']
14858,"nbo
","['n', '##bo']"
14859,"upflow
","['up', '##flow']"
14860,"distributor
",['distributor']
14861,"gastight
","['gas', '##tight']"
14862,"reprocessed
","['rep', '##ro', '##ces', '##sed']"
14863,"##multipli
","['#', '#', 'multi', '##pl', '##i']"
14864,"ceiling
",['ceiling']
14865,"##rca
","['#', '#', 'rca']"
14866,"ggg
","['g', '##gg']"
14867,"functioning
",['functioning']
14868,"drx
","['dr', '##x']"
14869,"onm
","['on', '##m']"
14870,"outstanding
",['outstanding']
14871,"piles
",['piles']
14872,"##cem
","['#', '#', 'ce', '##m']"
14873,"acetic
","['ace', '##tic']"
14874,"vate
","['va', '##te']"
14875,"yore
","['yo', '##re']"
14876,"vaporize
","['vapor', '##ize']"
14877,"och
",['och']
14878,"dispos
","['di', '##sp', '##os']"
14879,"aktivitat
","['ak', '##tiv', '##ita', '##t']"
14880,"diminished
",['diminished']
14881,"neut
","['ne', '##ut']"
14882,"##loc
","['#', '#', 'lo', '##c']"
14883,"##rim
","['#', '#', 'rim']"
14884,"##mil
","['#', '#', 'mil']"
14885,"##kapazitat
","['#', '#', 'ka', '##pa', '##zi', '##tat']"
14886,"wishes
",['wishes']
14887,"orbitals
","['orbital', '##s']"
14888,"visco
","['vis', '##co']"
14889,"forschungs
","['for', '##sch', '##ung', '##s']"
14890,"calif
","['cal', '##if']"
14891,"sputtered
","['sp', '##uttered']"
14892,"mouth
",['mouth']
14893,"slt
","['sl', '##t']"
14894,"returning
",['returning']
14895,"bv
","['b', '##v']"
14896,"sten
","['ste', '##n']"
14897,"##sbe
","['#', '#', 'sb', '##e']"
14898,"palani
","['pal', '##ani']"
14899,"diverses
","['diverse', '##s']"
14900,"newer
",['newer']
14901,"yact
","['ya', '##ct']"
14902,"cvd
","['cv', '##d']"
14903,"sccm
","['sc', '##cm']"
14904,"bethe
","['beth', '##e']"
14905,"acsr
","['ac', '##sr']"
14906,"otp
","['ot', '##p']"
14907,"##uration
","['#', '#', 'ur', '##ation']"
14908,"lno
","['l', '##no']"
14909,"nanopillars
","['nano', '##pi', '##llar', '##s']"
14910,"##ows
","['#', '#', 'ow', '##s']"
14911,"##vhl
","['#', '#', 'v', '##hl']"
14912,"bez
","['be', '##z']"
14913,"##ovay
","['#', '#', 'o', '##va', '##y']"
14914,"uneven
",['uneven']
14915,"stabilizer
","['stabilize', '##r']"
14916,"tent
",['tent']
14917,"yoy
","['yo', '##y']"
14918,"iis
","['ii', '##s']"
14919,"vib
","['vi', '##b']"
14920,"##acter
","['#', '#', 'act', '##er']"
14921,"gso
","['gs', '##o']"
14922,"feti
","['fe', '##ti']"
14923,"bic
","['bi', '##c']"
14924,"lhe
","['l', '##he']"
14925,"##tez
","['#', '#', 'te', '##z']"
14926,"tire
",['tire']
14927,"mone
","['mon', '##e']"
14928,"othe
","['ot', '##he']"
14929,"xy
","['x', '##y']"
14930,"sono
","['son', '##o']"
14931,"##tler
","['#', '#', 't', '##ler']"
14932,"cleaner
",['cleaner']
14933,"reacteur
","['react', '##eur']"
14934,"compteur
","['com', '##pt', '##eur']"
14935,"otr
","['ot', '##r']"
14936,"basement
",['basement']
14937,"dosimetr
","['dos', '##ime', '##tr']"
14938,"extrem
","['ex', '##tre', '##m']"
14939,"dessen
","['des', '##sen']"
14940,"##much
","['#', '#', 'much']"
14941,"uad
","['ua', '##d']"
14942,"perm
","['per', '##m']"
14943,"##araj
","['#', '#', 'ara', '##j']"
14944,"teile
","['te', '##ile']"
14945,"fract
","['fra', '##ct']"
14946,"strengthen
",['strengthen']
14947,"##onom
","['#', '#', 'ono', '##m']"
14948,"zw
","['z', '##w']"
14949,"cuk
","['cu', '##k']"
14950,"negatively
",['negatively']
14951,"lieu
",['lieu']
14952,"##isé
","['#', '#', 'is', '##e']"
14953,"polaron
","['polar', '##on']"
14954,"squa
","['sq', '##ua']"
14955,"##ndirect
","['#', '#', 'n', '##di', '##re', '##ct']"
14956,"##anderung
","['#', '#', 'and', '##er', '##ung']"
14957,"opm
","['op', '##m']"
14958,"eue
","['eu', '##e']"
14959,"wdd
","['w', '##dd']"
14960,"cia
",['cia']
14961,"heatup
","['heat', '##up']"
14962,"gaine
","['gain', '##e']"
14963,"##physical
","['#', '#', 'physical']"
14964,"pasa
","['pas', '##a']"
14965,"##ank
","['#', '#', 'an', '##k']"
14966,"##index
","['#', '#', 'index']"
14967,"##cens
","['#', '#', 'ce', '##ns']"
14968,"##code
","['#', '#', 'code']"
14969,"manutentions
","['man', '##ute', '##nti', '##ons']"
14970,"##tend
","['#', '#', 'tend']"
14971,"##iser
","['#', '#', 'is', '##er']"
14972,"variant
",['variant']
14973,"##hydr
","['#', '#', 'h', '##yd', '##r']"
14974,"##rene
","['#', '#', 'rene']"
14975,"mpm
","['mp', '##m']"
14976,"déc
",['dec']
14977,"dise
","['di', '##se']"
14978,"lii
","['li', '##i']"
14979,"##tige
","['#', '#', 'ti', '##ge']"
14980,"##link
","['#', '#', 'link']"
14981,"##seses
","['#', '#', 'se', '##ses']"
14982,"##trap
","['#', '#', 'trap']"
14983,"gef
","['ge', '##f']"
14984,"effectué
","['effect', '##ue']"
14985,"##digital
","['#', '#', 'digital']"
14986,"##strength
","['#', '#', 'strength']"
14987,"##simulation
","['#', '#', 'simulation']"
14988,"##rgy
","['#', '#', 'r', '##gy']"
14989,"hew
","['he', '##w']"
14990,"##carbide
","['#', '#', 'car', '##bid', '##e']"
14991,"##reduction
","['#', '#', 'reduction']"
14992,"##nell
","['#', '#', 'nell']"
14993,"##yama
","['#', '#', 'ya', '##ma']"
14994,"phosphin
","['ph', '##os', '##phi', '##n']"
14995,"##esq
","['#', '#', 'esq']"
14996,"##emission
","['#', '#', 'emission']"
14997,"nik
",['nik']
14998,"powe
","['pow', '##e']"
14999,"printing
",['printing']
15000,"##wat
","['#', '#', 'wat']"
15001,"dni
","['d', '##ni']"
15002,"##normal
","['#', '#', 'normal']"
15003,"ampli
","['amp', '##li']"
15004,"pinch
",['pinch']
15005,"##ects
","['#', '#', 'ec', '##ts']"
15006,"doc
",['doc']
15007,"jeo
","['je', '##o']"
15008,"elsevie
","['else', '##vie']"
15009,"##itation
","['#', '#', 'it', '##ation']"
15010,"orient
",['orient']
15011,"##steam
","['#', '#', 'steam']"
15012,"lw
","['l', '##w']"
15013,"matériau
","['mater', '##ia', '##u']"
15014,"hum
",['hum']
15015,"##ils
","['#', '#', 'il', '##s']"
15016,"ogg
","['og', '##g']"
15017,"cabinet
",['cabinet']
15018,"improper
",['improper']
15019,"représente
","['represent', '##e']"
15020,"stateoftheart
","['state', '##oft', '##heart']"
15021,"estuary
",['estuary']
15022,"noteworthy
",['noteworthy']
15023,"ecfm
","['ec', '##fm']"
15024,"interfering
",['interfering']
15025,"pmfm
","['pm', '##fm']"
15026,"stillegung
","['still', '##eg', '##ung']"
15027,"tubetotubesheet
","['tube', '##to', '##tub', '##esh', '##eet']"
15028,"telephone
",['telephone']
15029,"orglicensesbync
","['org', '##lice', '##nse', '##sby', '##nc']"
15030,"florida
",['florida']
15031,"##ependant
","['#', '#', 'ep', '##end', '##ant']"
15032,"admissible
","['ad', '##missible']"
15033,"jaerimemo
","['jae', '##rim', '##em', '##o']"
15034,"nanoindentation
","['nano', '##ind', '##entation']"
15035,"sublimation
","['sub', '##lim', '##ation']"
15036,"coercivity
","['coe', '##rc', '##ivity']"
15037,"frmii
","['fr', '##mi', '##i']"
15038,"eastern
",['eastern']
15039,"posttransition
","['post', '##tra', '##ns', '##ition']"
15040,"comportement
","['com', '##port', '##ement']"
15041,"micropore
","['micro', '##pore']"
15042,"cobra
",['cobra']
15043,"prévu
","['pre', '##vu']"
15044,"ssau
","['ss', '##au']"
15045,"insulant
","['ins', '##ula', '##nt']"
15046,"utt
","['ut', '##t']"
15047,"sweden
",['sweden']
15048,"zit
","['z', '##it']"
15049,"bisherige
","['bis', '##her', '##ige']"
15050,"deaerated
","['dea', '##erated']"
15051,"hybridization
","['hybrid', '##ization']"
15052,"attendant
",['attendant']
15053,"sorber
","['so', '##rber']"
15054,"sati
","['sat', '##i']"
15055,"gly
","['g', '##ly']"
15056,"oxidant
","['ox', '##ida', '##nt']"
15057,"anticipate
","['anti', '##ci', '##pate']"
15058,"nife
","['ni', '##fe']"
15059,"##pas
","['#', '#', 'pas']"
15060,"screens
",['screens']
15061,"##inium
","['#', '#', 'in', '##ium']"
15062,"fibro
","['fi', '##bro']"
15063,"##bra
","['#', '#', 'bra']"
15064,"eww
","['e', '##w', '##w']"
15065,"signifies
",['signifies']
15066,"flooded
",['flooded']
15067,"slumping
","['slump', '##ing']"
15068,"facile
","['fa', '##ci', '##le']"
15069,"liabilitie
","['lia', '##bil', '##iti', '##e']"
15070,"##tog
","['#', '#', 'to', '##g']"
15071,"pressureinduced
","['pressure', '##ind', '##uce', '##d']"
15072,"yto
","['y', '##to']"
15073,"industrielle
","['indus', '##tri', '##elle']"
15074,"oxyde
","['ox', '##yde']"
15075,"##coe
","['#', '#', 'coe']"
15076,"hip
",['hip']
15077,"rna
",['rna']
15078,"climate
",['climate']
15079,"mex
","['me', '##x']"
15080,"erature
","['era', '##ture']"
15081,"fesi
","['fe', '##si']"
15082,"dj
",['dj']
15083,"gea
","['ge', '##a']"
15084,"hess
",['hess']
15085,"##vert
","['#', '#', 've', '##rt']"
15086,"kru
","['k', '##ru']"
15087,"wopue
","['wo', '##pu', '##e']"
15088,"apport
","['app', '##ort']"
15089,"fulfilled
",['fulfilled']
15090,"##wit
","['#', '#', 'wit']"
15091,"divide
",['divide']
15092,"inférieure
","['in', '##fer', '##ieu', '##re']"
15093,"##epr
","['#', '#', 'ep', '##r']"
15094,"shore
",['shore']
15095,"structured
",['structured']
15096,"suffered
",['suffered']
15097,"longest
",['longest']
15098,"##soc
","['#', '#', 'soc']"
15099,"onc
","['on', '##c']"
15100,"avait
","['ava', '##it']"
15101,"attacked
",['attacked']
15102,"sheaths
","['sheath', '##s']"
15103,"adopting
",['adopting']
15104,"jahren
","['ja', '##hre', '##n']"
15105,"allem
","['all', '##em']"
15106,"##euse
","['#', '#', 'eu', '##se']"
15107,"wic
","['wi', '##c']"
15108,"##iob
","['#', '#', 'io', '##b']"
15109,"endlager
","['end', '##lage', '##r']"
15110,"##pia
","['#', '#', 'pia']"
15111,"refine
","['ref', '##ine']"
15112,"tapes
",['tapes']
15113,"##ater
","['#', '#', 'ate', '##r']"
15114,"blanketing
","['blanket', '##ing']"
15115,"frm
","['fr', '##m']"
15116,"##product
","['#', '#', 'product']"
15117,"frisch
","['fr', '##isch']"
15118,"saturat
","['sat', '##ura', '##t']"
15119,"hochdruck
","['hoc', '##hd', '##ruck']"
15120,"participat
","['part', '##ici', '##pa', '##t']"
15121,"gow
","['go', '##w']"
15122,"##avs
","['#', '#', 'av', '##s']"
15123,"gta
","['gt', '##a']"
15124,"##cé
","['#', '#', 'ce']"
15125,"nobler
","['noble', '##r']"
15126,"tals
","['tal', '##s']"
15127,"##iar
","['#', '#', 'ia', '##r']"
15128,"##schen
","['#', '#', 'sc', '##hen']"
15129,"complication
","['com', '##plication']"
15130,"linkage
","['link', '##age']"
15131,"##ieux
","['#', '#', 'ie', '##ux']"
15132,"vani
","['van', '##i']"
15133,"axt
","['ax', '##t']"
15134,"heh
","['he', '##h']"
15135,"replicas
","['replica', '##s']"
15136,"##tob
","['#', '#', 'to', '##b']"
15137,"uaa
","['ua', '##a']"
15138,"##nickel
","['#', '#', 'nickel']"
15139,"pixels
",['pixels']
15140,"expectation
",['expectation']
15141,"##ieq
","['#', '#', 'ie', '##q']"
15142,"nss
","['ns', '##s']"
15143,"worn
",['worn']
15144,"luc
",['luc']
15145,"chf
","['ch', '##f']"
15146,"##hte
","['#', '#', 'h', '##te']"
15147,"bue
","['bu', '##e']"
15148,"sox
",['sox']
15149,"homogeneously
","['homogeneous', '##ly']"
15150,"##cement
","['#', '#', 'cement']"
15151,"stein
",['stein']
15152,"adc
","['ad', '##c']"
15153,"ters
","['ter', '##s']"
15154,"bax
","['ba', '##x']"
15155,"yons
","['yo', '##ns']"
15156,"bah
","['ba', '##h']"
15157,"##iem
","['#', '#', 'ie', '##m']"
15158,"spoy
","['sp', '##oy']"
15159,"smt
","['sm', '##t']"
15160,"alam
",['alam']
15161,"##icul
","['#', '#', 'ic', '##ul']"
15162,"slice
",['slice']
15163,"##cost
","['#', '#', 'cost']"
15164,"shepru
","['she', '##pr', '##u']"
15165,"evidently
",['evidently']
15166,"##bz
","['#', '#', 'b', '##z']"
15167,"insertions
","['insertion', '##s']"
15168,"##magnet
","['#', '#', 'magnet']"
15169,"nau
","['na', '##u']"
15170,"##inv
","['#', '#', 'in', '##v']"
15171,"confine
","['con', '##fine']"
15172,"yay
","['ya', '##y']"
15173,"carl
",['carl']
15174,"effets
","['e', '##ffe', '##ts']"
15175,"##density
","['#', '#', 'density']"
15176,"##wp
","['#', '#', 'w', '##p']"
15177,"wavelengths
",['wavelengths']
15178,"##wey
","['#', '#', 'we', '##y']"
15179,"##lom
","['#', '#', 'lo', '##m']"
15180,"bry
","['br', '##y']"
15181,"polish
",['polish']
15182,"forum
",['forum']
15183,"leas
","['lea', '##s']"
15184,"szz
","['s', '##zz']"
15185,"##heh
","['#', '#', 'he', '##h']"
15186,"proce
","['pro', '##ce']"
15187,"##molten
","['#', '#', 'molten']"
15188,"##pto
","['#', '#', 'pt', '##o']"
15189,"heif
","['he', '##if']"
15190,"peas
",['peas']
15191,"##oog
","['#', '#', 'o', '##og']"
15192,"##has
","['#', '#', 'has']"
15193,"cooper
",['cooper']
15194,"##uut
","['#', '#', 'u', '##ut']"
15195,"diffract
","['di', '##ff', '##rac', '##t']"
15196,"roots
",['roots']
15197,"vul
","['vu', '##l']"
15198,"ogs
","['og', '##s']"
15199,"emm
","['em', '##m']"
15200,"##ours
","['#', '#', 'ours']"
15201,"##conversion
","['#', '#', 'conversion']"
15202,"ppo
","['pp', '##o']"
15203,"ndi
","['n', '##di']"
15204,"adds
",['adds']
15205,"eti
","['et', '##i']"
15206,"redesign
",['redesign']
15207,"##fh
","['#', '#', 'f', '##h']"
15208,"limiter
","['limit', '##er']"
15209,"##nces
","['#', '#', 'nc', '##es']"
15210,"##notch
","['#', '#', 'notch']"
15211,"formers
","['former', '##s']"
15212,"chin
",['chin']
15213,"isc
","['is', '##c']"
15214,"jahrestag
","['ja', '##hre', '##sta', '##g']"
15215,"##zut
","['#', '#', 'zu', '##t']"
15216,"geh
","['ge', '##h']"
15217,"poh
","['po', '##h']"
15218,"cools
","['cool', '##s']"
15219,"singlecrystal
","['single', '##cr', '##yst', '##al']"
15220,"rail
",['rail']
15221,"##trial
","['#', '#', 'trial']"
15222,"atteindre
","['at', '##tein', '##dre']"
15223,"bromine
","['bro', '##mine']"
15224,"dismantling
","['di', '##sman', '##tling']"
15225,"earliest
",['earliest']
15226,"gajapathy
","['ga', '##ja', '##pathy']"
15227,"mandatory
",['mandatory']
15228,"moscow
",['moscow']
15229,"nudging
","['nu', '##d', '##ging']"
15230,"honeycomb
","['honey', '##comb']"
15231,"remember
",['remember']
15232,"tolerable
","['to', '##ler', '##able']"
15233,"yankee
",['yankee']
15234,"strahlenschutz
","['st', '##rah', '##len', '##sch', '##utz']"
15235,"foreword
",['foreword']
15236,"précision
",['precision']
15237,"doubly
","['do', '##ub', '##ly']"
15238,"lenticular
","['lent', '##icular']"
15239,"nichrome
","['nic', '##hr', '##ome']"
15240,"breakthrough
",['breakthrough']
15241,"vorgegebene
","['vo', '##rge', '##ge', '##ben', '##e']"
15242,"revolution
",['revolution']
15243,"weakening
",['weakening']
15244,"fluorite
","['flu', '##ori', '##te']"
15245,"whirl
","['w', '##hir', '##l']"
15246,"fifty
",['fifty']
15247,"expended
","['ex', '##pen', '##ded']"
15248,"ganesh
","['gan', '##esh']"
15249,"irregularities
",['irregularities']
15250,"refabrication
","['ref', '##ab', '##rica', '##tion']"
15251,"skill
",['skill']
15252,"dynamische
","['d', '##yna', '##mis', '##che']"
15253,"##cap
","['#', '#', 'cap']"
15254,"##limiting
","['#', '#', 'limiting']"
15255,"evalu
","['eva', '##lu']"
15256,"preamp
","['pre', '##amp']"
15257,"sandconditions
","['sand', '##con', '##dition', '##s']"
15258,"gfk
","['g', '##fk']"
15259,"##bility
","['#', '#', 'bi', '##lity']"
15260,"##rseits
","['#', '#', 'rs', '##eit', '##s']"
15261,"##ological
","['#', '#', 'ol', '##ogical']"
15262,"dispersal
",['dispersal']
15263,"opération
",['operation']
15264,"summarised
","['sum', '##mar', '##ised']"
15265,"traction
",['traction']
15266,"umfang
","['um', '##fan', '##g']"
15267,"##ages
","['#', '#', 'ages']"
15268,"distribu
","['di', '##st', '##ri', '##bu']"
15269,"dha
","['dh', '##a']"
15270,"regenerative
","['reg', '##ener', '##ative']"
15271,"determina
","['deter', '##mina']"
15272,"learned
",['learned']
15273,"champ
",['champ']
15274,"giinstige
","['gi', '##ins', '##ti', '##ge']"
15275,"gad
","['ga', '##d']"
15276,"perforation
","['per', '##for', '##ation']"
15277,"anfahren
","['an', '##fa', '##hre', '##n']"
15278,"##sru
","['#', '#', 'sr', '##u']"
15279,"crown
",['crown']
15280,"quo
",['quo']
15281,"##ident
","['#', '#', 'id', '##ent']"
15282,"##oriented
","['#', '#', 'oriented']"
15283,"##haus
","['#', '#', 'ha', '##us']"
15284,"demanding
",['demanding']
15285,"facts
",['facts']
15286,"similarities
",['similarities']
15287,"nanometer
","['nano', '##meter']"
15288,"eleven
",['eleven']
15289,"##tile
","['#', '#', 'tile']"
15290,"##wirksamkeit
","['#', '#', 'wi', '##rks', '##am', '##kei', '##t']"
15291,"freisetzung
","['fr', '##eis', '##etz', '##ung']"
15292,"##bury
","['#', '#', 'bury']"
15293,"saft
","['sa', '##ft']"
15294,"##syn
","['#', '#', 'syn']"
15295,"brain
",['brain']
15296,"ablauf
","['ab', '##lau', '##f']"
15297,"suu
","['su', '##u']"
15298,"##ihrt
","['#', '#', 'i', '##hr', '##t']"
15299,"crest
",['crest']
15300,"hugh
",['hugh']
15301,"platten
","['platt', '##en']"
15302,"looked
",['looked']
15303,"##dea
","['#', '#', 'dea']"
15304,"fray
",['fray']
15305,"##onium
","['#', '#', 'on', '##ium']"
15306,"##quod
","['#', '#', 'quo', '##d']"
15307,"##nut
","['#', '#', 'nut']"
15308,"oool
","['o', '##ool']"
15309,"bafe
","['ba', '##fe']"
15310,"stray
",['stray']
15311,"jae
",['jae']
15312,"##vp
","['#', '#', 'vp']"
15313,"##pyr
","['#', '#', 'p', '##yr']"
15314,"##sez
","['#', '#', 'se', '##z']"
15315,"##nehmen
","['#', '#', 'ne', '##hm', '##en']"
15316,"##town
","['#', '#', 'town']"
15317,"eere
","['ee', '##re']"
15318,"lsm
","['l', '##sm']"
15319,"preheated
","['pre', '##hea', '##ted']"
15320,"propagated
","['prop', '##aga', '##ted']"
15321,"profit
",['profit']
15322,"trol
","['tr', '##ol']"
15323,"ict
",['ict']
15324,"doserate
","['dose', '##rate']"
15325,"syste
","['sy', '##ste']"
15326,"##mom
","['#', '#', 'mom']"
15327,"regularly
",['regularly']
15328,"##stp
","['#', '#', 'st', '##p']"
15329,"upset
",['upset']
15330,"ppe
","['pp', '##e']"
15331,"lott
","['lot', '##t']"
15332,"tabs
","['tab', '##s']"
15333,"##eaug
","['#', '#', 'ea', '##ug']"
15334,"sok
","['so', '##k']"
15335,"##acion
","['#', '#', 'ac', '##ion']"
15336,"tuned
",['tuned']
15337,"neighbors
",['neighbors']
15338,"straining
",['straining']
15339,"##prozesse
","['#', '#', 'pro', '##zes', '##se']"
15340,"borides
","['bo', '##ride', '##s']"
15341,"##tsog
","['#', '#', 'ts', '##og']"
15342,"kilowatt
","['ki', '##low', '##att']"
15343,"subba
","['sub', '##ba']"
15344,"##glass
","['#', '#', 'glass']"
15345,"##shl
","['#', '#', 'sh', '##l']"
15346,"##todiameter
","['#', '#', 'tod', '##iam', '##eter']"
15347,"subsystem
","['sub', '##sy', '##ste', '##m']"
15348,"outflow
","['out', '##flow']"
15349,"##szeit
","['#', '#', 's', '##ze', '##it']"
15350,"shp
","['sh', '##p']"
15351,"pees
","['pee', '##s']"
15352,"amides
","['amid', '##es']"
15353,"##amu
","['#', '#', 'am', '##u']"
15354,"##seal
","['#', '#', 'seal']"
15355,"permis
","['per', '##mis']"
15356,"werk
","['we', '##rk']"
15357,"droit
","['dr', '##oit']"
15358,"ysi
","['y', '##si']"
15359,"aai
","['aa', '##i']"
15360,"liefert
","['lie', '##fer', '##t']"
15361,"gears
",['gears']
15362,"rust
",['rust']
15363,"##hard
","['#', '#', 'hard']"
15364,"##nox
","['#', '#', 'no', '##x']"
15365,"##vement
","['#', '#', 've', '##ment']"
15366,"##mie
","['#', '#', 'mi', '##e']"
15367,"##ohob
","['#', '#', 'oh', '##ob']"
15368,"##rere
","['#', '#', 're', '##re']"
15369,"##zod
","['#', '#', 'z', '##od']"
15370,"##aran
","['#', '#', 'ara', '##n']"
15371,"exper
","['ex', '##per']"
15372,"##about
","['#', '#', 'about']"
15373,"##weight
","['#', '#', 'weight']"
15374,"##dures
","['#', '#', 'du', '##res']"
15375,"##avww
","['#', '#', 'av', '##w', '##w']"
15376,"abt
","['ab', '##t']"
15377,"uoty
","['u', '##ot', '##y']"
15378,"impinge
","['imp', '##inge']"
15379,"reside
",['reside']
15380,"pears
","['pear', '##s']"
15381,"##sible
","['#', '#', 'si', '##ble']"
15382,"##lies
","['#', '#', 'lies']"
15383,"##neh
","['#', '#', 'ne', '##h']"
15384,"interpla
","['inter', '##pl', '##a']"
15385,"pda
","['pd', '##a']"
15386,"licensed
",['licensed']
15387,"oscil
","['os', '##ci', '##l']"
15388,"zie
","['z', '##ie']"
15389,"##controlling
","['#', '#', 'controlling']"
15390,"celles
","['cell', '##es']"
15391,"##ddy
","['#', '#', 'dd', '##y']"
15392,"stag
","['st', '##ag']"
15393,"slv
","['sl', '##v']"
15394,"aval
","['ava', '##l']"
15395,"##gruppe
","['#', '#', 'gr', '##uppe']"
15396,"##gie
","['#', '#', 'gi', '##e']"
15397,"umo
","['um', '##o']"
15398,"uost
","['u', '##ost']"
15399,"ress
","['res', '##s']"
15400,"detectores
","['detector', '##es']"
15401,"snd
","['s', '##nd']"
15402,"ssb
","['ss', '##b']"
15403,"##ntf
","['#', '#', 'nt', '##f']"
15404,"fume
","['fu', '##me']"
15405,"qoo
","['q', '##oo']"
15406,"substantiate
","['sub', '##stan', '##tia', '##te']"
15407,"consult
",['consult']
15408,"aqn
","['a', '##q', '##n']"
15409,"particul
","['part', '##ic', '##ul']"
15410,"identifie
","['id', '##ent', '##if', '##ie']"
15411,"##disciplin
","['#', '#', 'disc', '##ip', '##lin']"
15412,"##ift
","['#', '#', 'if', '##t']"
15413,"##uee
","['#', '#', 'u', '##ee']"
15414,"##bha
","['#', '#', 'b', '##ha']"
15415,"##verfahren
","['#', '#', 've', '##rf', '##ah', '##ren']"
15416,"##aey
","['#', '#', 'ae', '##y']"
15417,"##avl
","['#', '#', 'av', '##l']"
15418,"##oua
","['#', '#', 'ou', '##a']"
15419,"##lvw
","['#', '#', 'l', '##v', '##w']"
15420,"sale
",['sale']
15421,"##iiv
","['#', '#', 'ii', '##v']"
15422,"spherepac
","['sphere', '##pac']"
15423,"tls
","['t', '##ls']"
15424,"spektr
","['sp', '##ek', '##tr']"
