,original_word,tokenized_by_bert
8812,"hts
","['h', '##ts']"
8813,"ofs
","['of', '##s']"
8814,"concen
","['con', '##cen']"
8815,"##rrr
","['rr', '##r']"
8816,"orp
","['or', '##p']"
8817,"zns
","['z', '##ns']"
8818,"haf
","['ha', '##f']"
8819,"uay
","['ua', '##y']"
8820,"theoretische
","['theo', '##ret', '##ische']"
8821,"##lmann
","['l', '##mann']"
8822,"inco
","['inc', '##o']"
8823,"weu
","['we', '##u']"
8824,"kva
","['kv', '##a']"
8825,"nyo
","['ny', '##o']"
8826,"sible
","['si', '##ble']"
8827,"##anl
","['an', '##l']"
8828,"acco
","['acc', '##o']"
8829,"fzk
","['f', '##z', '##k']"
8830,"sele
","['se', '##le']"
8831,"vorge
","['vo', '##rge']"
8832,"foi
","['f', '##oi']"
8833,"osp
","['os', '##p']"
8834,"##ady
","['ad', '##y']"
8835,"##ssssse
","['ss', '##ss', '##se']"
8836,"prin
","['pri', '##n']"
8837,"pyrometallurg
","['p', '##yr', '##ome', '##tal', '##lu', '##rg']"
8838,"buc
","['bu', '##c']"
8839,"pbt
","['p', '##bt']"
8840,"##palli
","['pal', '##li']"
8841,"##tht
","['th', '##t']"
8842,"##bildung
","['bi', '##ld', '##ung']"
8843,"##trode
","['tr', '##ode']"
8844,"leer
","['lee', '##r']"
8845,"conta
","['con', '##ta']"
8846,"forwarded
","['forward', '##ed']"
8847,"peze
","['pe', '##ze']"
8848,"pcl
","['pc', '##l']"
8849,"temperatura
","['temper', '##at', '##ura']"
8850,"armé
","['arm', '##e']"
8851,"##tien
","['tie', '##n']"
8852,"pepe
","['pep', '##e']"
8853,"atc
","['at', '##c']"
8854,"##haw
","['ha', '##w']"
8855,"ebrit
","['e', '##bri', '##t']"
8856,"breite
","['br', '##eit', '##e']"
8857,"dss
","['ds', '##s']"
8858,"shou
","['sho', '##u']"
8859,"niv
","['ni', '##v']"
8860,"foams
","['foam', '##s']"
8861,"probleme
","['problem', '##e']"
8862,"##prés
","['pre', '##s']"
8863,"stér
","['ste', '##r']"
8864,"##prot
","['pro', '##t']"
8865,"gac
","['ga', '##c']"
8866,"##mination
","['mina', '##tion']"
8867,"aag
","['aa', '##g']"
8868,"##kal
","['ka', '##l']"
8869,"uota
","['u', '##ota']"
8870,"##iol
","['io', '##l']"
8871,"##teh
","['te', '##h']"
8872,"##rait
","['rai', '##t']"
8873,"##ruck
","['ru', '##ck']"
8874,"tonne
","['ton', '##ne']"
8875,"##rion
","['rio', '##n']"
8876,"literatur
","['liter', '##at', '##ur']"
8877,"wna
","['w', '##na']"
8878,"##tellurium
","['tell', '##uri', '##um']"
8879,"##ccesc
","['cc', '##es', '##c']"
8880,"rw
","['r', '##w']"
8881,"wec
","['we', '##c']"
8882,"geophysic
","['geo', '##phy', '##sic']"
8883,"doz
","['do', '##z']"
8884,"saan
","['sa', '##an']"
8885,"##einrichtungen
","['ein', '##rich', '##tung', '##en']"
8886,"oooe
","['o', '##oo', '##e']"
8887,"tern
","['ter', '##n']"
8888,"##zar
","['za', '##r']"
8889,"##tne
","['tn', '##e']"
8890,"##jor
","['jo', '##r']"
8891,"##shima
","['shi', '##ma']"
8892,"investiga
","['invest', '##iga']"
8893,"admi
","['ad', '##mi']"
8894,"pixe
","['pi', '##x', '##e']"
8895,"##chl
","['ch', '##l']"
8896,"ehe
","['eh', '##e']"
8897,"##ylene
","['y', '##lene']"
8898,"##wasserreaktoren
","['was', '##ser', '##rea', '##kt', '##ore', '##n']"
8899,"##rier
","['ri', '##er']"
8900,"##ceccc
","['ce', '##cc', '##c']"
8901,"ezs
","['e', '##z', '##s']"
8902,"contradict
","['contra', '##dict']"
8903,"miglich
","['mig', '##lich']"
8904,"unterschied
","['un', '##ters', '##chi', '##ed']"
8905,"orgabout
","['org', '##ab', '##out']"
8906,"chelat
","['che', '##lat']"
8907,"##araya
","['ara', '##ya']"
8908,"candu
","['can', '##du']"
8909,"##lsevier
","['l', '##se', '##vier']"
8910,"##epartment
","['epa', '##rt', '##ment']"
8911,"annamalai
","['anna', '##mal', '##ai']"
8912,"abrasion
","['ab', '##ras', '##ion']"
8913,"auswirkungen
","['aus', '##wi', '##rk', '##ungen']"
8914,"entsorgung
","['en', '##ts', '##org', '##ung']"
8915,"herringbone
","['herring', '##bone']"
8916,"inconsistencies
","['inc', '##ons', '##iste', '##ncies']"
8917,"interdendritic
","['inter', '##den', '##dr', '##itic']"
8918,"murakami
","['mu', '##rak', '##ami']"
8919,"occupancy
","['o', '##cc', '##up', '##ancy']"
8920,"piége
","['pie', '##ge']"
8921,"preexisting
","['pre', '##ex', '##ist', '##ing']"
8922,"springerverlag
","['springer', '##ver', '##lag']"
8923,"verursacht
","['ve', '##ru', '##rsa', '##cht']"
8924,"visicorder
","['vis', '##ico', '##rder']"
8925,"caisson
","['cai', '##sson']"
8926,"vollstandig
","['vol', '##ls', '##tan', '##di', '##g']"
8927,"icpaes
","['ic', '##pa', '##es']"
8928,"turbogenerator
","['turbo', '##gen', '##era', '##tor']"
8929,"erscheint
","['er', '##sche', '##int']"
8930,"muffle
","['mu', '##ffle']"
8931,"jiilich
","['ji', '##ili', '##ch']"
8932,"optifer
","['opt', '##ifer']"
8933,"décrit
","['dec', '##rit']"
8934,"objet
","['ob', '##jet']"
8935,"ultrahigh
","['ultra', '##hi', '##gh']"
8936,"umtpos
","['um', '##tp', '##os']"
8937,"gewisse
","['ge', '##wi', '##sse']"
8938,"##erhdlt
","['er', '##hd', '##lt']"
8939,"surchauffeur
","['sur', '##cha', '##uf', '##fe', '##ur']"
8940,"pulseecho
","['pulse', '##ech', '##o']"
8941,"rendement
","['ren', '##de', '##ment']"
8942,"pucuc
","['pu', '##cu', '##c']"
8943,"baskar
","['bas', '##kar']"
8944,"wigner
","['wig', '##ner']"
8945,"bauart
","['ba', '##ua', '##rt']"
8946,"madurai
","['mad', '##urai']"
8947,"interband
","['inter', '##band']"
8948,"gemeinsame
","['gem', '##ein', '##sam', '##e']"
8949,"##isni
","['isn', '##i']"
8950,"##abl
","['ab', '##l']"
8951,"hersteller
","['hers', '##tell', '##er']"
8952,"gesch
","['ge', '##sch']"
8953,"iet
","['ie', '##t']"
8954,"serpentine
","['serpent', '##ine']"
8955,"dilation
","['dil', '##ation']"
8956,"sese
","['se', '##se']"
8957,"countrate
","['count', '##rate']"
8958,"##imodal
","['im', '##oda', '##l']"
8959,"oxidised
","['ox', '##idi', '##sed']"
8960,"siphon
","['sip', '##hon']"
8961,"ferroelectric
","['fe', '##rro', '##ele', '##ctric']"
8962,"jog
","['jo', '##g']"
8963,"hphosphonates
","['hp', '##hos', '##phon', '##ates']"
8964,"crte
","['cr', '##te']"
8965,"##ceramint
","['ce', '##ram', '##int']"
8966,"conformal
","['conform', '##al']"
8967,"ates
","['ate', '##s']"
8968,"hotcell
","['hot', '##cel', '##l']"
8969,"jacobi
","['jacob', '##i']"
8970,"sagep
","['sage', '##p']"
8971,"cbed
","['cbe', '##d']"
8972,"##aboche
","['ab', '##oche']"
8973,"ibin
","['ib', '##in']"
8974,"cagr
","['ca', '##gr']"
8975,"fractographic
","['fra', '##ct', '##ographic']"
8976,"engng
","['eng', '##ng']"
8977,"grating
","['gr', '##ating']"
8978,"extr
","['ex', '##tr']"
8979,"ndependent
","['n', '##de', '##pen', '##dent']"
8980,"toutef
","['to', '##ute', '##f']"
8981,"stiffen
","['stiff', '##en']"
8982,"##lizing
","['liz', '##ing']"
8983,"scs
","['sc', '##s']"
8984,"collecteur
","['collect', '##eur']"
8985,"wali
","['wal', '##i']"
8986,"wlol
","['w', '##lo', '##l']"
8987,"padot
","['pad', '##ot']"
8988,"gcc
","['g', '##cc']"
8989,"##summaries
","['sum', '##mar', '##ies']"
8990,"spannungen
","['span', '##nu', '##ngen']"
8991,"franc
","['fran', '##c']"
8992,"trays
","['tray', '##s']"
8993,"ifr
","['if', '##r']"
8994,"choisi
","['choi', '##si']"
8995,"pacce
","['pac', '##ce']"
8996,"fluten
","['flute', '##n']"
8997,"avt
","['av', '##t']"
8998,"soq
","['so', '##q']"
8999,"##vac
","['va', '##c']"
9000,"macht
","['mach', '##t']"
9001,"experienc
","['ex', '##per', '##ien', '##c']"
9002,"znse
","['z', '##nse']"
9003,"##iue
","['i', '##ue']"
9004,"femo
","['fe', '##mo']"
9005,"uis
","['ui', '##s']"
9006,"schritt
","['sc', '##hri', '##tt']"
9007,"##crc
","['cr', '##c']"
9008,"cali
","['cal', '##i']"
9009,"oam
","['o', '##am']"
9010,"dof
","['do', '##f']"
9011,"coi
","['co', '##i']"
9012,"gelb
","['gel', '##b']"
9013,"hev
","['he', '##v']"
9014,"bua
","['bu', '##a']"
9015,"##gnod
","['g', '##no', '##d']"
9016,"umt
","['um', '##t']"
9017,"headers
","['header', '##s']"
9018,"gge
","['g', '##ge']"
9019,"##rns
","['rn', '##s']"
9020,"leck
","['le', '##ck']"
9021,"lhoi
","['l', '##ho', '##i']"
9022,"##agt
","['ag', '##t']"
9023,"dix
","['di', '##x']"
9024,"effectuées
","['effect', '##ue', '##es']"
9025,"bpn
","['bp', '##n']"
9026,"##bild
","['bi', '##ld']"
9027,"jop
","['jo', '##p']"
9028,"sodiumfilled
","['sodium', '##fi', '##lled']"
9029,"pobe
","['po', '##be']"
9030,"reduc
","['red', '##uc']"
9031,"resu
","['res', '##u']"
9032,"##litic
","['lit', '##ic']"
9033,"passe
","['pass', '##e']"
9034,"eci
","['ec', '##i']"
9035,"mwth
","['mw', '##th']"
9036,"pcc
","['pc', '##c']"
9037,"szu
","['s', '##zu']"
9038,"cooo
","['co', '##oo']"
9039,"pulser
","['pulse', '##r']"
9040,"hse
","['hs', '##e']"
9041,"contraintes
","['contra', '##int', '##es']"
9042,"##yweh
","['y', '##we', '##h']"
9043,"##hrung
","['hr', '##ung']"
9044,"ateral
","['ate', '##ral']"
9045,"cda
","['cd', '##a']"
9046,"odo
","['o', '##do']"
9047,"shorten
","['short', '##en']"
9048,"ppt
","['pp', '##t']"
9049,"conse
","['con', '##se']"
9050,"witt
","['wit', '##t']"
9051,"cth
","['ct', '##h']"
9052,"loot
","['lo', '##ot']"
9053,"gaya
","['gay', '##a']"
9054,"##electrolytically
","['electro', '##ly', '##tically']"
9055,"bsg
","['bs', '##g']"
9056,"##mnm
","['mn', '##m']"
9057,"konstante
","['ko', '##nst', '##ante']"
9058,"pui
","['pu', '##i']"
9059,"kilowatts
","['ki', '##low', '##att', '##s']"
9060,"##rosion
","['ro', '##sion']"
9061,"##imm
","['im', '##m']"
9062,"serration
","['serra', '##tion']"
9063,"##sesee
","['se', '##see']"
9064,"absor
","['abs', '##or']"
9065,"##studie
","['stud', '##ie']"
9066,"yoli
","['yo', '##li']"
9067,"modul
","['mod', '##ul']"
9068,"awo
","['aw', '##o']"
9069,"orings
","['or', '##ings']"
9070,"ept
","['ep', '##t']"
9071,"boride
","['bo', '##ride']"
9072,"##nium
","['ni', '##um']"
9073,"manipulators
","['mani', '##pu', '##lat', '##ors']"
9074,"##platz
","['pl', '##atz']"
9075,"abst
","['abs', '##t']"
9076,"hef
","['he', '##f']"
9077,"##tigt
","['ti', '##gt']"
9078,"sodiu
","['so', '##di', '##u']"
9079,"hnos
","['h', '##nos']"
9080,"kii
","['ki', '##i']"
9081,"##lvin
","['l', '##vin']"
9082,"distri
","['di', '##st', '##ri']"
9083,"##ract
","['ra', '##ct']"
9084,"##ezt
","['e', '##z', '##t']"
9085,"cuc
","['cu', '##c']"
9086,"woud
","['wo', '##ud']"
9087,"##xk
","['x', '##k']"
9088,"cest
","['ce', '##st']"
9089,"kob
","['ko', '##b']"
9090,"accel
","['acc', '##el']"
9091,"##umo
","['um', '##o']"
9092,"##ettes
","['et', '##tes']"
9093,"##gren
","['gr', '##en']"
9094,"measur
","['me', '##as', '##ur']"
9095,"spline
","['sp', '##line']"
9096,"stérung
","['ste', '##run', '##g']"
9097,"cge
","['c', '##ge']"
9098,"bestimmen
","['best', '##im', '##men']"
9099,"tcs
","['tc', '##s']"
9100,"##pla
","['pl', '##a']"
9101,"misch
","['mis', '##ch']"
9102,"baf
","['ba', '##f']"
9103,"nct
","['nc', '##t']"
9104,"ihr
","['i', '##hr']"
9105,"##argon
","['ar', '##gon']"
9106,"mainoo
","['main', '##oo']"
9107,"##eene
","['ee', '##ne']"
9108,"diffuses
","['diffuse', '##s']"
9109,"##nivlnod
","['ni', '##v', '##ln', '##od']"
9110,"##swerte
","['sw', '##ert', '##e']"
9111,"##jeu
","['je', '##u']"
9112,"dissipate
","['di', '##ssi', '##pate']"
9113,"##ription
","['rip', '##tion']"
9114,"tah
","['ta', '##h']"
9115,"carbonation
","['carbon', '##ation']"
9116,"cence
","['ce', '##nce']"
9117,"homolog
","['homo', '##log']"
9118,"overcom
","['over', '##com']"
9119,"coulé
","['co', '##ule']"
9120,"physicochem
","['ph', '##ys', '##ico', '##che', '##m']"
9121,"svea
","['sv', '##ea']"
9122,"mwdmt
","['mw', '##dm', '##t']"
9123,"appareils
","['app', '##are', '##ils']"
9124,"detects
","['detect', '##s']"
9125,"tlp
","['t', '##lp']"
9126,"berylli
","['be', '##ryl', '##li']"
9127,"pail
","['pa', '##il']"
9128,"##cere
","['ce', '##re']"
9129,"hyd
","['h', '##yd']"
9130,"autogenous
","['auto', '##gen', '##ous']"
9131,"bewirkt
","['be', '##wi', '##rk', '##t']"
9132,"castleman
","['castle', '##man']"
9133,"inaccuracies
","['ina', '##cc', '##ura', '##cies']"
9134,"instationdre
","['ins', '##tation', '##dre']"
9135,"linéaire
","['line', '##aire']"
9136,"receptacle
","['rec', '##ept', '##acle']"
9137,"redundanz
","['red', '##unda', '##nz']"
9138,"ugcdae
","['u', '##gc', '##dae']"
9139,"unconstrained
","['un', '##con', '##stra', '##ined']"
9140,"undisturbed
","['und', '##ist', '##urbed']"
9141,"zundchst
","['zu', '##nd', '##chs', '##t']"
9142,"étanche
","['eta', '##nche']"
9143,"denitration
","['den', '##it', '##ration']"
9144,"protrusion
","['pro', '##tr', '##usion']"
9145,"sastry
","['sas', '##try']"
9146,"schlieb
","['sc', '##hli', '##eb']"
9147,"chezem
","['che', '##ze', '##m']"
9148,"plunger
","['plunge', '##r']"
9149,"valu
","['val', '##u']"
9150,"lns
","['l', '##ns']"
9151,"permettent
","['per', '##met', '##ten', '##t']"
9152,"polymorph
","['poly', '##mo', '##rp', '##h']"
9153,"vorgenommen
","['vo', '##rgen', '##om', '##men']"
9154,"hinkle
","['hi', '##nk', '##le']"
9155,"armature
","['arm', '##at', '##ure']"
9156,"niw
","['ni', '##w']"
9157,"bmimbf
","['b', '##mi', '##mb', '##f']"
9158,"cabling
","['cab', '##ling']"
9159,"corros
","['co', '##rro', '##s']"
9160,"opencircuit
","['open', '##ci', '##rc', '##uit']"
9161,"austritt
","['aus', '##tri', '##tt']"
9162,"reaktortank
","['re', '##ak', '##tort', '##an', '##k']"
9163,"filtrate
","['fi', '##lt', '##rate']"
9164,"retort
","['re', '##tort']"
9165,"finegrain
","['fine', '##gra', '##in']"
9166,"umin
","['um', '##in']"
9167,"fuites
","['fu', '##ites']"
9168,"##corsci
","['co', '##rs', '##ci']"
9169,"heute
","['he', '##ute']"
9170,"doivent
","['doi', '##vent']"
9171,"waals
","['wa', '##als']"
9172,"millimeter
","['mill', '##imeter']"
9173,"microstrain
","['micro', '##stra', '##in']"
9174,"jac
","['ja', '##c']"
9175,"athermal
","['at', '##her', '##mal']"
9176,"sobre
","['sob', '##re']"
9177,"turnaround
","['turn', '##around']"
9178,"beurteilun
","['be', '##urt', '##eil', '##un']"
9179,"mould
","['mo', '##uld']"
9180,"abbau
","['ab', '##bau']"
9181,"speciation
","['spec', '##iation']"
9182,"epitaxial
","['ep', '##ita', '##xia', '##l']"
9183,"schwierigkeiten
","['sc', '##h', '##wi', '##eri', '##g', '##kei', '##ten']"
9184,"cavitat
","['ca', '##vita', '##t']"
9185,"yfe
","['y', '##fe']"
9186,"pij
","['pi', '##j']"
9187,"threefold
","['three', '##fold']"
9188,"weve
","['we', '##ve']"
9189,"htsl
","['h', '##ts', '##l']"
9190,"aoue
","['ao', '##ue']"
9191,"flatness
","['flat', '##ness']"
9192,"jahresta
","['ja', '##hre', '##sta']"
9193,"psg
","['ps', '##g']"
9194,"examen
","['exam', '##en']"
9195,"tob
","['to', '##b']"
9196,"throttl
","['th', '##rot', '##tl']"
9197,"gewinn
","['ge', '##win', '##n']"
9198,"##enene
","['en', '##ene']"
9199,"##grenzen
","['gr', '##en', '##zen']"
9200,"emw
","['em', '##w']"
9201,"schuma
","['sc', '##hum', '##a']"
9202,"effic
","['e', '##ffi', '##c']"
9203,"szo
","['s', '##zo']"
9204,"cationic
","['cat', '##ion', '##ic']"
9205,"pz
","['p', '##z']"
9206,"interferences
","['interference', '##s']"
9207,"dopants
","['do', '##pants']"
9208,"proceedin
","['proceed', '##in']"
9209,"gettering
","['get', '##tering']"
9210,"mbh
","['mb', '##h']"
9211,"##aton
","['at', '##on']"
9212,"summed
","['sum', '##med']"
9213,"##lti
","['lt', '##i']"
9214,"uranate
","['ur', '##ana', '##te']"
9215,"quaternar
","['qu', '##ater', '##nar']"
9216,"##jl
","['j', '##l']"
9217,"##emperature
","['em', '##per', '##at', '##ure']"
9218,"npm
","['np', '##m']"
9219,"##kriterien
","['k', '##rite', '##rien']"
9220,"catalyze
","['cat', '##aly', '##ze']"
9221,"ract
","['ra', '##ct']"
9222,"chy
","['ch', '##y']"
9223,"baz
","['ba', '##z']"
9224,"voidage
","['void', '##age']"
9225,"coef
","['coe', '##f']"
9226,"cose
","['co', '##se']"
9227,"eben
","['e', '##ben']"
9228,"ysty
","['y', '##sty']"
9229,"sdx
","['sd', '##x']"
9230,"##newtonian
","['newton', '##ian']"
9231,"crease
","['cr', '##ease']"
9232,"##aho
","['ah', '##o']"
9233,"ued
","['u', '##ed']"
9234,"isu
","['is', '##u']"
9235,"froid
","['fr', '##oid']"
9236,"dass
","['das', '##s']"
9237,"tage
","['tag', '##e']"
9238,"sgo
","['sg', '##o']"
9239,"##vus
","['vu', '##s']"
9240,"##uua
","['u', '##ua']"
9241,"ize
","['i', '##ze']"
9242,"pois
","['po', '##is']"
9243,"pax
","['pa', '##x']"
9244,"rul
","['ru', '##l']"
9245,"ifa
","['if', '##a']"
9246,"avs
","['av', '##s']"
9247,"wur
","['wu', '##r']"
9248,"obi
","['ob', '##i']"
9249,"euu
","['eu', '##u']"
9250,"##ership
","['er', '##ship']"
9251,"poq
","['po', '##q']"
9252,"##jeq
","['je', '##q']"
9253,"##sessss
","['se', '##ss', '##ss']"
9254,"pir
","['pi', '##r']"
9255,"##igni
","['ign', '##i']"
9256,"##oag
","['o', '##ag']"
9257,"##stabe
","['stab', '##e']"
9258,"chemie
","['che', '##mie']"
9259,"aeo
","['ae', '##o']"
9260,"##dxe
","['d', '##x', '##e']"
9261,"##chaft
","['cha', '##ft']"
9262,"##ueh
","['u', '##eh']"
9263,"oberflachen
","['obe', '##rf', '##la', '##chen']"
9264,"wassers
","['was', '##ser', '##s']"
9265,"initiates
","['initiate', '##s']"
9266,"##trieb
","['tri', '##eb']"
9267,"translat
","['trans', '##lat']"
9268,"##flub
","['flu', '##b']"
9269,"resid
","['res', '##id']"
9270,"##iquid
","['iq', '##uid']"
9271,"eect
","['ee', '##ct']"
9272,"mgcu
","['mg', '##cu']"
9273,"antriebe
","['ant', '##rie', '##be']"
9274,"##scheid
","['sc', '##hei', '##d']"
9275,"##nisse
","['ni', '##sse']"
9276,"potentiostat
","['potent', '##ios', '##tat']"
9277,"fid
","['fi', '##d']"
9278,"denatur
","['den', '##at', '##ur']"
9279,"physique
","['ph', '##ys', '##ique']"
9280,"parois
","['par', '##ois']"
9281,"##ichen
","['ich', '##en']"
9282,"umoy
","['um', '##oy']"
9283,"epri
","['ep', '##ri']"
9284,"##vot
","['vo', '##t']"
9285,"tint
","['tin', '##t']"
9286,"##rane
","['ran', '##e']"
9287,"##asure
","['as', '##ure']"
9288,"matiéres
","['mat', '##iere', '##s']"
9289,"##yyny
","['y', '##yn', '##y']"
9290,"wva
","['w', '##va']"
9291,"oue
","['ou', '##e']"
9292,"##reas
","['re', '##as']"
9293,"lus
","['lu', '##s']"
9294,"simplifications
","['sim', '##pl', '##ification', '##s']"
9295,"opp
","['op', '##p']"
9296,"##bracht
","['bra', '##cht']"
9297,"longitudinally
","['longitudinal', '##ly']"
9298,"##eble
","['e', '##ble']"
9299,"##zle
","['z', '##le']"
9300,"murs
","['mu', '##rs']"
9301,"inj
","['in', '##j']"
9302,"aoua
","['ao', '##ua']"
9303,"cnektp
","['cn', '##ek', '##tp']"
9304,"osb
","['os', '##b']"
9305,"axi
","['ax', '##i']"
9306,"ooooo
","['o', '##oo', '##oo']"
9307,"##itor
","['ito', '##r']"
9308,"sity
","['sit', '##y']"
9309,"oscillators
","['os', '##ci', '##lla', '##tors']"
9310,"kth
","['k', '##th']"
9311,"expansions
","['expansion', '##s']"
9312,"vea
","['ve', '##a']"
9313,"##scher
","['sc', '##her']"
9314,"fop
","['f', '##op']"
9315,"##impuls
","['imp', '##uls']"
9316,"sram
","['sr', '##am']"
9317,"apparat
","['app', '##arat']"
9318,"hiill
","['hi', '##ill']"
9319,"pll
","['pl', '##l']"
9320,"yso
","['y', '##so']"
9321,"abh
","['ab', '##h']"
9322,"sive
","['si', '##ve']"
9323,"oep
","['o', '##ep']"
9324,"sjo
","['s', '##jo']"
9325,"auu
","['au', '##u']"
9326,"##venir
","['ve', '##nir']"
9327,"##aldehyde
","['al', '##deh', '##yde']"
9328,"tandi
","['tan', '##di']"
9329,"ccd
","['cc', '##d']"
9330,"isv
","['is', '##v']"
9331,"##ueyd
","['u', '##ey', '##d']"
9332,"iie
","['ii', '##e']"
9333,"jha
","['j', '##ha']"
9334,"esos
","['es', '##os']"
9335,"kondensat
","['ko', '##nden', '##sat']"
9336,"nitr
","['ni', '##tr']"
9337,"convect
","['con', '##ve', '##ct']"
9338,"kaz
","['ka', '##z']"
9339,"saha
","['sa', '##ha']"
9340,"cubicles
","['cubic', '##les']"
9341,"##koeffizient
","['ko', '##ef', '##fi', '##zie', '##nt']"
9342,"##hke
","['hk', '##e']"
9343,"##esees
","['es', '##ees']"
9344,"##ctphx
","['ct', '##ph', '##x']"
9345,"rho
","['r', '##ho']"
9346,"##adurai
","['ad', '##urai']"
9347,"luminescen
","['lu', '##mine', '##sc', '##en']"
9348,"##rmogravimetry
","['rm', '##og', '##ra', '##vi', '##metry']"
9349,"dattagupta
","['dat', '##tag', '##upt', '##a']"
9350,"judicious
","['ju', '##dic', '##ious']"
9351,"mannitol
","['mann', '##ito', '##l']"
9352,"polyphenyls
","['poly', '##ph', '##en', '##yl', '##s']"
9353,"répartition
","['rep', '##art', '##ition']"
9354,"schikarski
","['sc', '##hi', '##kar', '##ski']"
9355,"selfconsistent
","['self', '##con', '##sis', '##ten', '##t']"
9356,"unimportant
","['un', '##im', '##port', '##ant']"
9357,"yelagiri
","['ye', '##lag', '##iri']"
9358,"échelle
","['ec', '##hell', '##e']"
9359,"nanosheets
","['nano', '##sh', '##eet', '##s']"
9360,"caesium
","['ca', '##es', '##ium']"
9361,"##holyoke
","['holy', '##oke']"
9362,"bezogen
","['be', '##zog', '##en']"
9363,"siebboden
","['si', '##eb', '##bo', '##den']"
9364,"aussagen
","['aus', '##sa', '##gen']"
9365,"bedeutet
","['bed', '##eu', '##tet']"
9366,"radiaciones
","['ra', '##dia', '##cion', '##es']"
9367,"flakes
","['fl', '##akes']"
9368,"viscosities
","['vis', '##cos', '##ities']"
9369,"labview
","['lab', '##view']"
9370,"boussin
","['bo', '##uss', '##in']"
9371,"entscheidung
","['en', '##ts', '##che', '##id', '##ung']"
9372,"compensator
","['com', '##pen', '##sat', '##or']"
9373,"eingebaut
","['ein', '##ge', '##bau', '##t']"
9374,"sensortrigger
","['sensor', '##tri', '##gger']"
9375,"smidt
","['sm', '##id', '##t']"
9376,"comporte
","['com', '##port', '##e']"
9377,"btt
","['bt', '##t']"
9378,"toujou
","['to', '##uj', '##ou']"
9379,"permittivity
","['permit', '##tiv', '##ity']"
9380,"otitl
","['ot', '##it', '##l']"
9381,"trialkyl
","['trial', '##ky', '##l']"
9382,"atomwirtschaft
","['atom', '##wi', '##rts', '##chaft']"
9383,"mitigation
","['mit', '##iga', '##tion']"
9384,"lossofcoolant
","['loss', '##of', '##co', '##ola', '##nt']"
9385,"geiger
","['ge', '##iger']"
9386,"gauze
","['ga', '##uze']"
9387,"shortcircuit
","['short', '##ci', '##rc', '##uit']"
9388,"exhal
","['ex', '##hal']"
9389,"ausgelegt
","['aus', '##gel', '##eg', '##t']"
9390,"trichloride
","['tri', '##ch', '##lor', '##ide']"
9391,"beryllide
","['be', '##ryl', '##lide']"
9392,"zeo
","['ze', '##o']"
9393,"einspritz
","['ein', '##sp', '##rit', '##z']"
9394,"lamellae
","['lame', '##lla', '##e']"
9395,"modifiers
","['mod', '##ifiers']"
9396,"##uio
","['ui', '##o']"
9397,"comlocatejal
","['com', '##lo', '##cate', '##jal']"
9398,"##allcom
","['all', '##com']"
9399,"silane
","['si', '##lane']"
9400,"##ecn
","['ec', '##n']"
9401,"soundness
","['sound', '##ness']"
9402,"##nau
","['na', '##u']"
9403,"cementite
","['cement', '##ite']"
9404,"##tripping
","['trip', '##ping']"
9405,"meen
","['me', '##en']"
9406,"langzeit
","['lang', '##ze', '##it']"
9407,"##ifie
","['if', '##ie']"
9408,"##uuu
","['u', '##u', '##u']"
9409,"ations
","['at', '##ions']"
9410,"geschlossen
","['ge', '##sch', '##los', '##sen']"
9411,"compr
","['com', '##pr']"
9412,"aphase
","['ap', '##has', '##e']"
9413,"pyre
","['p', '##yre']"
9414,"##sesses
","['se', '##sse', '##s']"
9415,"nitro
","['ni', '##tro']"
9416,"pone
","['po', '##ne']"
9417,"otd
","['ot', '##d']"
9418,"inr
","['in', '##r']"
9419,"smali
","['sm', '##ali']"
9420,"intermittently
","['intermittent', '##ly']"
9421,"##sesess
","['se', '##ses', '##s']"
9422,"nimmt
","['ni', '##mm', '##t']"
9423,"aui
","['au', '##i']"
9424,"contactor
","['contact', '##or']"
9425,"##inin
","['in', '##in']"
9426,"sist
","['sis', '##t']"
9427,"onthe
","['on', '##the']"
9428,"prévoi
","['pre', '##vo', '##i']"
9429,"crs
","['cr', '##s']"
9430,"##einrichtung
","['ein', '##rich', '##tung']"
9431,"psn
","['ps', '##n']"
9432,"dui
","['du', '##i']"
9433,"ribd
","['rib', '##d']"
9434,"scramming
","['sc', '##ram', '##ming']"
9435,"drossing
","['dr', '##oss', '##ing']"
9436,"steril
","['ste', '##ril']"
9437,"sij
","['si', '##j']"
9438,"cour
","['co', '##ur']"
9439,"##werkstoff
","['we', '##rks', '##to', '##ff']"
9440,"moz
","['mo', '##z']"
9441,"dippe
","['dip', '##pe']"
9442,"olb
","['ol', '##b']"
9443,"carbo
","['car', '##bo']"
9444,"jigvmoti
","['ji', '##g', '##v', '##mot', '##i']"
9445,"microgram
","['micro', '##gram']"
9446,"seram
","['sera', '##m']"
9447,"sdi
","['sd', '##i']"
9448,"##punog
","['pun', '##og']"
9449,"##hno
","['h', '##no']"
9450,"toot
","['too', '##t']"
9451,"funda
","['fund', '##a']"
9452,"personen
","['person', '##en']"
9453,"ionized
","['ion', '##ized']"
9454,"nese
","['nes', '##e']"
9455,"##ppy
","['pp', '##y']"
9456,"suol
","['su', '##ol']"
9457,"fertigungs
","['fe', '##rti', '##gun', '##gs']"
9458,"csir
","['csi', '##r']"
9459,"##otion
","['ot', '##ion']"
9460,"airos
","['air', '##os']"
9461,"yuo
","['yu', '##o']"
9462,"##tique
","['ti', '##que']"
